PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37159258","Effectiveness of a Mobile App (KhunLook) Versus the Maternal and Child Health Handbook on Thai Parents' Health Literacy, Accuracy of Health Assessments, and Convenience of Use: Randomized Controlled Trial","Areemit R, Saengnipanthkul S, Sutra S, Lumbiganon P, Pornprasitsakul P, Paopongsawan P, Sripanidkulchai K.","J Med Internet Res. 2023 May 9;25:e43196. doi: 10.2196/43196.","Areemit R","J Med Internet Res","2023","2023/05/09","PMC10206628","","10.2196/43196"
"36264627","Assessment of the Popularity and Perceived Effectiveness of Smartphone Tools That Track and Limit Smartphone Use: Survey Study and Machine Learning Analysis","Aboujaoude E, Vera Cruz G, Rochat L, Courtois R, Ben Brahim F, Khan R, Khazaal Y.","J Med Internet Res. 2022 Oct 20;24(10):e38963. doi: 10.2196/38963.","Aboujaoude E","J Med Internet Res","2022","2022/10/20","PMC9634520","","10.2196/38963"
"37213181","An Overview of Chatbot-Based Mobile Mental Health Apps: Insights From App Description and User Reviews","Haque MDR, Rubya S.","JMIR Mhealth Uhealth. 2023 May 22;11:e44838. doi: 10.2196/44838.","Haque MDR","JMIR Mhealth Uhealth","2023","2023/05/22","PMC10242473","","10.2196/44838"
"34677129","Understanding Adolescent and Young Adult 6-Mercaptopurine Adherence and mHealth Engagement During Cancer Treatment: Protocol for Ecological Momentary Assessment","Psihogios AM, Rabbi M, Ahmed A, McKelvey ER, Li Y, Laurenceau JP, Hunger SP, Fleisher L, Pai AL, Schwartz LA, Murphy SA, Barakat LP.","JMIR Res Protoc. 2021 Oct 22;10(10):e32789. doi: 10.2196/32789.","Psihogios AM","JMIR Res Protoc","2021","2021/10/22","PMC8571686","","10.2196/32789"
"33595441","Framework for the Design Engineering and Clinical Implementation and Evaluation of mHealth Apps for Sleep Disturbance: Systematic Review","Aji M, Gordon C, Stratton E, Calvo RA, Bartlett D, Grunstein R, Glozier N.","J Med Internet Res. 2021 Feb 17;23(2):e24607. doi: 10.2196/24607.","Aji M","J Med Internet Res","2021","2021/02/17","PMC7929739","","10.2196/24607"
"28031210","Randomised feasibility study of a novel experience-based internet intervention to support self-management in chronic asthma","Newhouse N, Martin A, Jawad S, Yu LM, Davoudianfar M, Locock L, Ziebland S, Powell J.","BMJ Open. 2016 Dec 28;6(12):e013401. doi: 10.1136/bmjopen-2016-013401.","Newhouse N","BMJ Open","2016","2016/12/30","PMC5223671","","10.1136/bmjopen-2016-013401"
"32383683","Development of the InCharge Health Mobile App to Improve Adherence to Hydroxyurea in Patients With Sickle Cell Disease: User-Centered Design Approach","Alberts NM, Badawy SM, Hodges J, Estepp JH, Nwosu C, Khan H, Smeltzer MP, Homayouni R, Norell S, Klesges L, Porter JS, Hankins JS.","JMIR Mhealth Uhealth. 2020 May 8;8(5):e14884. doi: 10.2196/14884.","Alberts NM","JMIR Mhealth Uhealth","2020","2020/05/09","PMC7245000","","10.2196/14884"
"35570891","Usability-Focused Development and Usage of NeoTree-Beta, an App for Newborn Care in a Low-Resource Neonatal Unit, Malawi","Crehan C, Chiume M, Mgusha Y, Dinga P, Hull-Bailey T, Normand C, Sassoon Y, Nkhoma D, Greenwood K, Lorencatto F, Lakhanpaul M, Heys M.","Front Public Health. 2022 Apr 28;10:793314. doi: 10.3389/fpubh.2022.793314. eCollection 2022.","Crehan C","Front Public Health","2022","2022/05/16","PMC9096438","","10.3389/fpubh.2022.793314"
"29474702","A weight loss intervention using a commercial mobile application in Latino Americans-Adelgaza Trial","Fukuoka Y, Vittinghoff E, Hooper J.","Transl Behav Med. 2018 Sep 8;8(5):714-723. doi: 10.1093/tbm/ibx039.","Fukuoka Y","Transl Behav Med","2018","2018/02/24","PMC6128967","","10.1093/tbm/ibx039"
"27686107","Development of a mobile phone-based intervention to improve adherence to secondary prevention of coronary heart disease in China","Chen S, Gong E, Kazi DS, Gates AB, Karaye KM, Girerd N, Bai R, AlHabib KF, Li C, Sun K, Hong L, Fu H, Peng W, Liu X, Chen L, Schwalm JD, Yan LL.","J Med Eng Technol. 2016 Oct-Nov;40(7-8):372-382. doi: 10.1080/03091902.2016.1213904. Epub 2016 Aug 12.","Chen S","J Med Eng Technol","2016","2016/10/01","","","10.1080/03091902.2016.1213904"
"31216917","Feasibility of an iterative rehabilitation intervention for stroke delivered remotely using mobile health technology","Kringle EA, Setiawan IMA, Golias K, Parmanto B, Skidmore ER.","Disabil Rehabil Assist Technol. 2020 Nov;15(8):908-916. doi: 10.1080/17483107.2019.1629113. Epub 2019 Jun 19.","Kringle EA","Disabil Rehabil Assist Technol","2020","2019/06/21","PMC6920604","NIHMS1533967","10.1080/17483107.2019.1629113"
"27007065","mHealth intervention to improve medication management in chronically ill patients: analysis of the recruitment process","Anglada-Martínez H, Rovira-Illamola M, Martin-Conde M, Sotoca-Momblona JM, Codina-Jané C.","Postgrad Med. 2016 May;128(4):427-31. doi: 10.1080/00325481.2016.1170580. Epub 2016 Apr 4.","Anglada-Martínez H","Postgrad Med","2016","2016/03/24","","","10.1080/00325481.2016.1170580"
"33739480","Regulation and accreditation of addictive behaviour applications-navigating the landscape","Khadjesari Z, Brown T, Naughton F.","Addiction. 2021 Dec;116(12):3276-3283. doi: 10.1111/add.15484. Epub 2021 Mar 26.","Khadjesari Z","Addiction","2021","2021/03/19","","","10.1111/add.15484"
"26928960","EHealth Technologies in Inflammatory Bowel Disease: A Systematic Review","Jackson BD, Gray K, Knowles SR, De Cruz P.","J Crohns Colitis. 2016 Sep;10(9):1103-21. doi: 10.1093/ecco-jcc/jjw059. Epub 2016 Feb 29.","Jackson BD","J Crohns Colitis","2016","2016/03/02","","","10.1093/ecco-jcc/jjw059"
"27812798","Choosing between responsive-design websites versus mobile apps for your mobile behavioral intervention: presenting four case studies","Turner-McGrievy GM, Hales SB, Schoffman DE, Valafar H, Brazendale K, Weaver RG, Beets MW, Wirth MD, Shivappa N, Mandes T, Hébert JR, Wilcox S, Hester A, McGrievy MJ.","Transl Behav Med. 2017 Jun;7(2):224-232. doi: 10.1007/s13142-016-0448-y.","Turner-McGrievy GM","Transl Behav Med","2017","2016/11/05","PMC5526804","","10.1007/s13142-016-0448-y"
"34766913","A Smartphone Intervention for People With Serious Mental Illness: Fully Remote Randomized Controlled Trial of CORE","Ben-Zeev D, Chander A, Tauscher J, Buck B, Nepal S, Campbell A, Doron G.","J Med Internet Res. 2021 Nov 12;23(11):e29201. doi: 10.2196/29201.","Ben-Zeev D","J Med Internet Res","2021","2021/11/12","PMC8663659","","10.2196/29201"
"31330023","Pilot testing an app-based stress management intervention for cancer survivors","Børøsund E, Varsi C, Clark MM, Ehlers SL, Andrykowski MA, Sleveland HRS, Bergland A, Nes LS.","Transl Behav Med. 2020 Aug 7;10(3):770-780. doi: 10.1093/tbm/ibz062.","Børøsund E","Transl Behav Med","2020","2019/07/23","PMC7413188","","10.1093/tbm/ibz062"
"35037894","mHealth Solutions for Perinatal Mental Health: Scoping Review and Appraisal Following the mHealth Index and Navigation Database Framework","Spadaro B, Martin-Key NA, Funnell E, Bahn S.","JMIR Mhealth Uhealth. 2022 Jan 17;10(1):e30724. doi: 10.2196/30724.","Spadaro B","JMIR Mhealth Uhealth","2022","2022/01/17","PMC8804959","","10.2196/30724"
"31199329","Mobile Health Adoption in Mental Health: User Experience of a Mobile Health App for Patients With an Eating Disorder","Anastasiadou D, Folkvord F, Serrano-Troncoso E, Lupiañez-Villanueva F.","JMIR Mhealth Uhealth. 2019 May 31;7(6):e12920. doi: 10.2196/12920.","Anastasiadou D","JMIR Mhealth Uhealth","2019","2019/06/15","PMC6592393","","10.2196/12920"
"37330675","The impact of smartphone app-based interventions on adolescents' dietary intake: a systematic review and evaluation of equity factor reporting in intervention studies","Schaafsma HN, Jantzi HA, Seabrook JA, McEachern LW, Burke SM, Irwin JD, Gilliland JA.","Nutr Rev. 2024 Mar 11;82(4):467-486. doi: 10.1093/nutrit/nuad058.","Schaafsma HN","Nutr Rev","2024","2023/06/18","PMC10925905","","10.1093/nutrit/nuad058"
"35131174","A scoping review of mHealth monitoring of pediatric bronchial asthma before and during COVID-19 pandemic","Dauletbaev N, Oftring ZS, Akik W, Michaelis-Braun L, Korel J, Lands LC, Waldmann S, Müller BS, Dreher M, Rohde G, Vogelmeier CF, Kuhn S.","Paediatr Respir Rev. 2022 Sep;43:67-77. doi: 10.1016/j.prrv.2022.01.002. Epub 2022 Jan 17.","Dauletbaev N","Paediatr Respir Rev","2022","2022/02/08","PMC8761580","","10.1016/j.prrv.2022.01.002"
"38567964","A Mindfulness-Based App Intervention for Pregnant Women: Protocol for a Pilot Feasibility Study","Rizzi S, Poggianella S, Pavesi MC, Gios L, Bincoletto G, Scolari I, Paoli C, Marroni D, Tassinari I, Baietti B, Gianatti A, Albertini V, Burlon B, Chiodega V, Endrizzi B, Benini E, Guella C, Gadotti E, Forti S, Taddei F.","JMIR Res Protoc. 2024 May 10;13:e53890. doi: 10.2196/53890.","Rizzi S","JMIR Res Protoc","2024","2024/04/03","PMC11127176","","10.2196/53890"
"30305263","Combining Technology and Research to Prevent Scald Injuries (the Cool Runnings Intervention): Randomized Controlled Trial","Burgess J, Watt K, Kimble RM, Cameron CM.","J Med Internet Res. 2018 Oct 10;20(10):e10361. doi: 10.2196/10361.","Burgess J","J Med Internet Res","2018","2018/10/12","PMC6234332","","10.2196/10361"
"35900817","Efficacy of Personalized Diabetes Self-care Using an Electronic Medical Record-Integrated Mobile App in Patients With Type 2 Diabetes: 6-Month Randomized Controlled Trial","Lee EY, Cha SA, Yun JS, Lim SY, Lee JH, Ahn YB, Yoon KH, Hyun MK, Ko SH.","J Med Internet Res. 2022 Jul 28;24(7):e37430. doi: 10.2196/37430.","Lee EY","J Med Internet Res","2022","2022/07/28","PMC9496112","","10.2196/37430"
"31702409","Is there an app for that? A cluster randomised controlled trial of a mobile app-based mental health intervention","Kenny R, Fitzgerald A, Segurado R, Dooley B.","Health Informatics J. 2020 Sep;26(3):1538-1559. doi: 10.1177/1460458219884195. Epub 2019 Nov 8.","Kenny R","Health Informatics J","2020","2019/11/09","","","10.1177/1460458219884195"
"35089140","Digital Health Promotion and Prevention in Settings: Scoping Review","Stark AL, Geukes C, Dockweiler C.","J Med Internet Res. 2022 Jan 28;24(1):e21063. doi: 10.2196/21063.","Stark AL","J Med Internet Res","2022","2022/01/28","PMC8838600","","10.2196/21063"
"29498955","The Future of Psychotherapy in Turkey: Predictions for the Next 10 Years","Yorulmaz O, Sapmaz-Yurtsever S, Gökdağ C, Kaçar-Başaran S, Göcek-Yorulmaz E, Yalçin M, Tokgünaydin-Aritürk S, Erdoğan-Yildirim Z, Olgun-Kaval N, Görgü-Akçay NS.","J Nerv Ment Dis. 2018 May;206(5):332-339. doi: 10.1097/NMD.0000000000000797.","Yorulmaz O","J Nerv Ment Dis","2018","2018/03/03","","","10.1097/NMD.0000000000000797"
"29373720","StopWatch: The Preliminary Evaluation of a Smartwatch-Based System for Passive Detection of Cigarette Smoking","Skinner AL, Stone CJ, Doughty H, Munafò MR.","Nicotine Tob Res. 2019 Jan 4;21(2):257-261. doi: 10.1093/ntr/nty008.","Skinner AL","Nicotine Tob Res","2019","2018/01/27","PMC6042639","EMS76275","10.1093/ntr/nty008"
"31135468","Evaluating the Development Processes of Consumer mHealth Interventions for Chronic Condition Self-management: A Scoping Review","Woods L, Duff J, Cummings E, Walker K.","Comput Inform Nurs. 2019 Jul;37(7):373-385. doi: 10.1097/CIN.0000000000000528.","Woods L","Comput Inform Nurs","2019","2019/05/29","","","10.1097/CIN.0000000000000528"
"34370566","Usability Evaluation of the mLab App for Improving Home HIV Testing Behaviors in Youth at Risk of HIV Infection","Sanabria G, Scherr T, Garofalo R, Kuhns LM, Bushover B, Nash N, Davis R, Schnall R.","AIDS Educ Prev. 2021 Aug;33(4):312-324. doi: 10.1521/aeap.2021.33.4.312.","Sanabria G","AIDS Educ Prev","2021","2021/08/09","PMC8487399","NIHMS1740291","10.1521/aeap.2021.33.4.312"
"38166669","Effectiveness of a socioecological model-guided, smart device-based, self-management-oriented lifestyle intervention in community residents: protocol for a cluster-randomized controlled trial","Yang S, Yu B, Liao K, Qiao X, Fan Y, Li M, Hu Y, Chen J, Ye T, Cai C, Ma C, Pang T, Huang Z, Jia P, Reinhardt JD, Dou Q.","BMC Public Health. 2024 Jan 2;24(1):32. doi: 10.1186/s12889-023-17073-w.","Yang S","BMC Public Health","2024","2024/01/03","PMC10763380","","10.1186/s12889-023-17073-w"
"33908893","An Implementation Strategy to Expand Mobile Health Use in HIV Care Settings: Rapid Evaluation Study Using the Consolidated Framework for Implementation Research","Cohn WF, Canan CE, Knight S, Waldman AL, Dillingham R, Ingersoll K, Schexnayder J, Flickinger TE.","JMIR Mhealth Uhealth. 2021 Apr 28;9(4):e19163. doi: 10.2196/19163.","Cohn WF","JMIR Mhealth Uhealth","2021","2021/04/28","PMC8116995","","10.2196/19163"
"37639293","Acceptability and Utility of a Smartphone App to Support Adolescent Mental Health (BeMe): Program Evaluation Study","Prochaska JJ, Wang Y, Bowdring MA, Chieng A, Chaudhary NP, Ramo DE.","JMIR Mhealth Uhealth. 2023 Aug 28;11:e47183. doi: 10.2196/47183.","Prochaska JJ","JMIR Mhealth Uhealth","2023","2023/08/28","PMC10495844","","10.2196/47183"
"32720909","Evaluating Network Readiness for mHealth Interventions Using the Beacon Mobile Phone App: Application Development and Validation Study","Scherr TF, Moore CP, Thuma P, Wright DW.","JMIR Mhealth Uhealth. 2020 Jul 28;8(7):e18413. doi: 10.2196/18413.","Scherr TF","JMIR Mhealth Uhealth","2020","2020/07/29","PMC7420690","","10.2196/18413"
"32861897","Testing an app-based intervention to improve insomnia in patients with epilepsy: A randomized controlled trial","Ahorsu DK, Lin CY, Imani V, Carlbring P, Nygårdh A, Broström A, Hamilton K, Pakpour AH.","Epilepsy Behav. 2020 Nov;112:107371. doi: 10.1016/j.yebeh.2020.107371. Epub 2020 Aug 27.","Ahorsu DK","Epilepsy Behav","2020","2020/08/31","","","10.1016/j.yebeh.2020.107371"
"33146621","Mobile App Strategy to Facilitate Human Papillomavirus Vaccination Among Young Men Who Have Sex With Men: Pilot Intervention Study","Fontenot HB, White BP, Rosenberger JG, Lacasse H, Rutirasiri C, Mayer KH, Zimet G.","J Med Internet Res. 2020 Nov 4;22(11):e22878. doi: 10.2196/22878.","Fontenot HB","J Med Internet Res","2020","2020/11/04","PMC7673982","","10.2196/22878"
"38687568","Effectiveness of mHealth App-Based Interventions for Increasing Physical Activity and Improving Physical Fitness in Children and Adolescents: Systematic Review and Meta-Analysis","Wang JW, Zhu Z, Shuling Z, Fan J, Jin Y, Gao ZL, Chen WD, Li X.","JMIR Mhealth Uhealth. 2024 Apr 30;12:e51478. doi: 10.2196/51478.","Wang JW","JMIR Mhealth Uhealth","2024","2024/04/30","PMC11094610","","10.2196/51478"
"34519668","Understanding Mental Health App Use Among Community College Students: Web-Based Survey Study","Borghouts J, Eikey EV, Mark G, De Leon C, Schueller SM, Schneider M, Stadnick N, Zheng K, Mukamel DB, Sorkin DH.","J Med Internet Res. 2021 Sep 14;23(9):e27745. doi: 10.2196/27745.","Borghouts J","J Med Internet Res","2021","2021/09/14","PMC8479606","","10.2196/27745"
"38687985","Digital Remote Monitoring Using an mHealth Solution for Survivors of Cancer: Protocol for a Pilot Observational Study","Innominato PF, Macdonald JH, Saxton W, Longshaw L, Granger R, Naja I, Allocca C, Edwards R, Rasheed S, Folkvord F, de Batlle J, Ail R, Motta E, Bale C, Fuller C, Mullard AP, Subbe CP, Griffiths D, Wreglesworth NI, Pecchia L, Fico G, Antonini A.","JMIR Res Protoc. 2024 Apr 30;13:e52957. doi: 10.2196/52957.","Innominato PF","JMIR Res Protoc","2024","2024/04/30","PMC11094600","","10.2196/52957"
"33129990","Rationale and design of the TAILOR-PCI digital study: Transitioning a randomized controlled trial to a digital registry","Pereira NL, Avram R, So DY, Iturriaga E, Byrne J, Lennon RJ, Murthy V, Geller N, Goodman SG, Rihal C, Rosenberg Y, Bailey K, Pletcher MJ, Marcus GM, Farkouh ME, Olgin JE.","Am Heart J. 2021 Feb;232:84-93. doi: 10.1016/j.ahj.2020.10.069. Epub 2020 Oct 31.","Pereira NL","Am Heart J","2021","2020/11/01","PMC7833248","","10.1016/j.ahj.2020.10.069"
"35289758","An Educational and Exercise Mobile Phone-Based Intervention to Elicit Electrophysiological Changes and to Improve Psychological Functioning in Adults With Nonspecific Chronic Low Back Pain (BackFit App): Nonrandomized Clinical Trial","Sitges C, Terrasa JL, García-Dopico N, Segur-Ferrer J, Velasco-Roldán O, Crespí-Palmer J, González-Roldán AM, Montoya P.","JMIR Mhealth Uhealth. 2022 Mar 15;10(3):e29171. doi: 10.2196/29171.","Sitges C","JMIR Mhealth Uhealth","2022","2022/03/15","PMC8965676","","10.2196/29171"
"33843593","Combining Web-Based Gamification and Physical Nudges With an App (MoveMore) to Promote Walking Breaks and Reduce Sedentary Behavior of Office Workers: Field Study","Mamede A, Noordzij G, Jongerling J, Snijders M, Schop-Etman A, Denktas S.","J Med Internet Res. 2021 Apr 12;23(4):e19875. doi: 10.2196/19875.","Mamede A","J Med Internet Res","2021","2021/04/12","PMC8076996","","10.2196/19875"
"29909476","The use of eHealth to promote physical activity in cancer survivors: a systematic review","Haberlin C, O'Dwyer T, Mockler D, Moran J, O'Donnell DM, Broderick J.","Support Care Cancer. 2018 Oct;26(10):3323-3336. doi: 10.1007/s00520-018-4305-z. Epub 2018 Jun 16.","Haberlin C","Support Care Cancer","2018","2018/06/18","","","10.1007/s00520-018-4305-z"
"34360270","Exploring Social Media Recruitment Strategies and Preliminary Acceptability of an mHealth Tool for Teens with Eating Disorders","Kasson E, Vázquez MM, Doroshenko C, Fitzsimmons-Craft EE, Wilfley DE, Taylor CB, Cavazos-Rehg PA.","Int J Environ Res Public Health. 2021 Jul 28;18(15):7979. doi: 10.3390/ijerph18157979.","Kasson E","Int J Environ Res Public Health","2021","2021/08/07","PMC8345665","","10.3390/ijerph18157979"
